word,comparative,superlative,adverb,nom_sg_masc,gen_sg_masc,dat_sg_masc,acc_sg_masc,abl_sg_masc,nom_sg_fem,gen_sg_fem,dat_sg_fem,acc_sg_fem,abl_sg_fem,nom_sg_neut,gen_sg_neut,dat_sg_neut,acc_sg_neut,abl_sg_neut,nom_pl_masc,gen_pl_masc,dat_pl_masc,acc_pl_masc,abl_pl_masc,nom_pl_fem,gen_pl_fem,dat_pl_fem,acc_pl_fem,abl_pl_fem,nom_pl_neut,gen_pl_neut,dat_pl_neut,acc_pl_neut,abl_pl_neut
omanensis,omanensior,omanensissimus,omanensiter,omanensis,omanensis,omanensi,omanensem,omanensi,omanensis,omanensis,omanensi,omanensem,omanensi,omanense,omanensis,omanensi,omanense,omanensi,omanenses,omanensium,omanensibus,omanensis,omanensibus,omanenses,omanensium,omanensibus,omanensis,omanensibus,omanensia,omanensium,omanensibus,omanensia,omanensibus
sandakanensis,sandakanensior,sandakanensissimus,sandakanensiter,sandakanensis,sandakanensis,sandakanensi,sandakanensem,sandakanensi,sandakanensis,sandakanensis,sandakanensi,sandakanensem,sandakanensi,sandakanense,sandakanensis,sandakanensi,sandakanense,sandakanensi,sandakanenses,sandakanensium,sandakanensibus,sandakanensis,sandakanensibus,sandakanenses,sandakanensium,sandakanensibus,sandakanensis,sandakanensibus,sandakanensia,sandakanensium,sandakanensibus,sandakanensia,sandakanensibus
caymanensis,caymanensior,caymanensissimus,caymanensiter,caymanensis,caymanensis,caymanensi,caymanensem,caymanensi,caymanensis,caymanensis,caymanensi,caymanensem,caymanensi,caymanense,caymanensis,caymanensi,caymanense,caymanensi,caymanenses,caymanensium,caymanensibus,caymanensis,caymanensibus,caymanenses,caymanensium,caymanensibus,caymanensis,caymanensibus,caymanensia,caymanensium,caymanensibus,caymanensia,caymanensibus
yucatanensis,yucatanensior,yucatanensissimus,yucatanensiter,yucatanensis,yucatanensis,yucatanensi,yucatanensem,yucatanensi,yucatanensis,yucatanensis,yucatanensi,yucatanensem,yucatanensi,yucatanense,yucatanensis,yucatanensi,yucatanense,yucatanensi,yucatanenses,yucatanensium,yucatanensibus,yucatanensis,yucatanensibus,yucatanenses,yucatanensium,yucatanensibus,yucatanensis,yucatanensibus,yucatanensia,yucatanensium,yucatanensibus,yucatanensia,yucatanensibus
hunanensis,hunanensior,hunanensissimus,hunanensiter,hunanensis,hunanensis,hunanensi,hunanensem,hunanensi,hunanensis,hunanensis,hunanensi,hunanensem,hunanensi,hunanense,hunanensis,hunanensi,hunanense,hunanensi,hunanenses,hunanensium,hunanensibus,hunanensis,hunanensibus,hunanenses,hunanensium,hunanensibus,hunanensis,hunanensibus,hunanensia,hunanensium,hunanensibus,hunanensia,hunanensibus
oranensis,oranensior,oranensissimus,oranensiter,oranensis,oranensis,oranensi,oranensem,oranensi,oranensis,oranensis,oranensi,oranensem,oranensi,oranense,oranensis,oranensi,oranense,oranensi,oranenses,oranensium,oranensibus,oranensis,oranensibus,oranenses,oranensium,oranensibus,oranensis,oranensibus,oranensia,oranensium,oranensibus,oranensia,oranensibus
henanensis,henanensior,henanensissimus,henanensiter,henanensis,henanensis,henanensi,henanensem,henanensi,henanensis,henanensis,henanensi,henanensem,henanensi,henanense,henanensis,henanensi,henanense,henanensi,henanenses,henanensium,henanensibus,henanensis,henanensibus,henanenses,henanensium,henanensibus,henanensis,henanensibus,henanensia,henanensium,henanensibus,henanensia,henanensibus
tucumanensis,tucumanensior,tucumanensissimus,tucumanensiter,tucumanensis,tucumanensis,tucumanensi,tucumanensem,tucumanensi,tucumanensis,tucumanensis,tucumanensi,tucumanensem,tucumanensi,tucumanense,tucumanensis,tucumanensi,tucumanense,tucumanensi,tucumanenses,tucumanensium,tucumanensibus,tucumanensis,tucumanensibus,tucumanenses,tucumanensium,tucumanensibus,tucumanensis,tucumanensibus,tucumanensia,tucumanensium,tucumanensibus,tucumanensia,tucumanensibus
montanensis,montanensior,montanensissimus,montanensiter,montanensis,montanensis,montanensi,montanensem,montanensi,montanensis,montanensis,montanensi,montanensem,montanensi,montanense,montanensis,montanensi,montanense,montanensi,montanenses,montanensium,montanensibus,montanensis,montanensibus,montanenses,montanensium,montanensibus,montanensis,montanensibus,montanensia,montanensium,montanensibus,montanensia,montanensibus
paranensis,paranensior,paranensissimus,paranensiter,paranensis,paranensis,paranensi,paranensem,paranensi,paranensis,paranensis,paranensi,paranensem,paranensi,paranense,paranensis,paranensi,paranense,paranensi,paranenses,paranensium,paranensibus,paranensis,paranensibus,paranenses,paranensium,paranensibus,paranensis,paranensibus,paranensia,paranensium,paranensibus,paranensia,paranensibus
pakistanensis,pakistanensior,pakistanensissimus,pakistanensiter,pakistanensis,pakistanensis,pakistanensi,pakistanensem,pakistanensi,pakistanensis,pakistanensis,pakistanensi,pakistanensem,pakistanensi,pakistanense,pakistanensis,pakistanensi,pakistanense,pakistanensi,pakistanenses,pakistanensium,pakistanensibus,pakistanensis,pakistanensibus,pakistanenses,pakistanensium,pakistanensibus,pakistanensis,pakistanensibus,pakistanensia,pakistanensium,pakistanensibus,pakistanensia,pakistanensibus
sambiranensis,sambiranensior,sambiranensissimus,sambiranensiter,sambiranensis,sambiranensis,sambiranensi,sambiranensem,sambiranensi,sambiranensis,sambiranensis,sambiranensi,sambiranensem,sambiranensi,sambiranense,sambiranensis,sambiranensi,sambiranense,sambiranensi,sambiranenses,sambiranensium,sambiranensibus,sambiranensis,sambiranensibus,sambiranenses,sambiranensium,sambiranensibus,sambiranensis,sambiranensibus,sambiranensia,sambiranensium,sambiranensibus,sambiranensia,sambiranensibus
tasmanensis,tasmanensior,tasmanensissimus,tasmanensiter,tasmanensis,tasmanensis,tasmanensi,tasmanensem,tasmanensi,tasmanensis,tasmanensis,tasmanensi,tasmanensem,tasmanensi,tasmanense,tasmanensis,tasmanensi,tasmanense,tasmanensi,tasmanenses,tasmanensium,tasmanensibus,tasmanensis,tasmanensibus,tasmanenses,tasmanensium,tasmanensibus,tasmanensis,tasmanensibus,tasmanensia,tasmanensium,tasmanensibus,tasmanensia,tasmanensibus
tristanensis,tristanensior,tristanensissimus,tristanensiter,tristanensis,tristanensis,tristanensi,tristanensem,tristanensi,tristanensis,tristanensis,tristanensi,tristanensem,tristanensi,tristanense,tristanensis,tristanensi,tristanense,tristanensi,tristanenses,tristanensium,tristanensibus,tristanensis,tristanensibus,tristanenses,tristanensium,tristanensibus,tristanensis,tristanensibus,tristanensia,tristanensium,tristanensibus,tristanensia,tristanensibus
bhutanensis,bhutanensior,bhutanensissimus,bhutanensiter,bhutanensis,bhutanensis,bhutanensi,bhutanensem,bhutanensi,bhutanensis,bhutanensis,bhutanensi,bhutanensem,bhutanensi,bhutanense,bhutanensis,bhutanensi,bhutanense,bhutanensi,bhutanenses,bhutanensium,bhutanensibus,bhutanensis,bhutanensibus,bhutanenses,bhutanensium,bhutanensibus,bhutanensis,bhutanensibus,bhutanensia,bhutanensium,bhutanensibus,bhutanensia,bhutanensibus
szechuanensis,szechuanensior,szechuanensissimus,szechuanensiter,szechuanensis,szechuanensis,szechuanensi,szechuanensem,szechuanensi,szechuanensis,szechuanensis,szechuanensi,szechuanensem,szechuanensi,szechuanense,szechuanensis,szechuanensi,szechuanense,szechuanensi,szechuanenses,szechuanensium,szechuanensibus,szechuanensis,szechuanensibus,szechuanenses,szechuanensium,szechuanensibus,szechuanensis,szechuanensibus,szechuanensia,szechuanensium,szechuanensibus,szechuanensia,szechuanensibus
popayanensis,popayanensior,popayanensissimus,popayanensiter,popayanensis,popayanensis,popayanensi,popayanensem,popayanensi,popayanensis,popayanensis,popayanensi,popayanensem,popayanensi,popayanense,popayanensis,popayanensi,popayanense,popayanensi,popayanenses,popayanensium,popayanensibus,popayanensis,popayanensibus,popayanenses,popayanensium,popayanensibus,popayanensis,popayanensibus,popayanensia,popayanensium,popayanensibus,popayanensia,popayanensibus
tiomanensis,tiomanensior,tiomanensissimus,tiomanensiter,tiomanensis,tiomanensis,tiomanensi,tiomanensem,tiomanensi,tiomanensis,tiomanensis,tiomanensi,tiomanensem,tiomanensi,tiomanense,tiomanensis,tiomanensi,tiomanense,tiomanensi,tiomanenses,tiomanensium,tiomanensibus,tiomanensis,tiomanensibus,tiomanenses,tiomanensium,tiomanensibus,tiomanensis,tiomanensibus,tiomanensia,tiomanensium,tiomanensibus,tiomanensia,tiomanensibus
havanensis,havanensior,havanensissimus,havanensiter,havanensis,havanensis,havanensi,havanensem,havanensi,havanensis,havanensis,havanensi,havanensem,havanensi,havanense,havanensis,havanensi,havanense,havanensi,havanenses,havanensium,havanensibus,havanensis,havanensibus,havanenses,havanensium,havanensibus,havanensis,havanensibus,havanensia,havanensium,havanensibus,havanensia,havanensibus
szechwanensis,szechwanensior,szechwanensissimus,szechwanensiter,szechwanensis,szechwanensis,szechwanensi,szechwanensem,szechwanensi,szechwanensis,szechwanensis,szechwanensi,szechwanensem,szechwanensi,szechwanense,szechwanensis,szechwanensi,szechwanense,szechwanensi,szechwanenses,szechwanensium,szechwanensibus,szechwanensis,szechwanensibus,szechwanenses,szechwanensium,szechwanensibus,szechwanensis,szechwanensibus,szechwanensia,szechwanensium,szechwanensibus,szechwanensia,szechwanensibus
javanensis,javanensior,javanensissimus,javanensiter,javanensis,javanensis,javanensi,javanensem,javanensi,javanensis,javanensis,javanensi,javanensem,javanensi,javanense,javanensis,javanensi,javanense,javanensi,javanenses,javanensium,javanensibus,javanensis,javanensibus,javanenses,javanensium,javanensibus,javanensis,javanensibus,javanensia,javanensium,javanensibus,javanensia,javanensibus
sanjuanensis,sanjuanensior,sanjuanensissimus,sanjuanensiter,sanjuanensis,sanjuanensis,sanjuanensi,sanjuanensem,sanjuanensi,sanjuanensis,sanjuanensis,sanjuanensi,sanjuanensem,sanjuanensi,sanjuanense,sanjuanensis,sanjuanensi,sanjuanense,sanjuanensi,sanjuanenses,sanjuanensium,sanjuanensibus,sanjuanensis,sanjuanensibus,sanjuanenses,sanjuanensium,sanjuanensibus,sanjuanensis,sanjuanensibus,sanjuanensia,sanjuanensium,sanjuanensibus,sanjuanensia,sanjuanensibus
sibuyanensis,sibuyanensior,sibuyanensissimus,sibuyanensiter,sibuyanensis,sibuyanensis,sibuyanensi,sibuyanensem,sibuyanensi,sibuyanensis,sibuyanensis,sibuyanensi,sibuyanensem,sibuyanensi,sibuyanense,sibuyanensis,sibuyanensi,sibuyanense,sibuyanensi,sibuyanenses,sibuyanensium,sibuyanensibus,sibuyanensis,sibuyanensibus,sibuyanenses,sibuyanensium,sibuyanensibus,sibuyanensis,sibuyanensibus,sibuyanensia,sibuyanensium,sibuyanensibus,sibuyanensia,sibuyanensibus
adenensis,adenensior,adenensissimus,adenensiter,adenensis,adenensis,adenensi,adenensem,adenensi,adenensis,adenensis,adenensi,adenensem,adenensi,adenense,adenensis,adenensi,adenense,adenensi,adenenses,adenensium,adenensibus,adenensis,adenensibus,adenenses,adenensium,adenensibus,adenensis,adenensibus,adenensia,adenensium,adenensibus,adenensia,adenensibus
fukienensis,fukienensior,fukienensissimus,fukienensiter,fukienensis,fukienensis,fukienensi,fukienensem,fukienensi,fukienensis,fukienensis,fukienensi,fukienensem,fukienensi,fukienense,fukienensis,fukienensi,fukienense,fukienensi,fukienenses,fukienensium,fukienensibus,fukienensis,fukienensibus,fukienenses,fukienensium,fukienensibus,fukienensis,fukienensibus,fukienensia,fukienensium,fukienensibus,fukienensia,fukienensibus
darienensis,darienensior,darienensissimus,darienensiter,darienensis,darienensis,darienensi,darienensem,darienensi,darienensis,darienensis,darienensi,darienensem,darienensi,darienense,darienensis,darienensi,darienense,darienensi,darienenses,darienensium,darienensibus,darienensis,darienensibus,darienenses,darienensium,darienensibus,darienensis,darienensibus,darienensia,darienensium,darienensibus,darienensia,darienensibus
yemenensis,yemenensior,yemenensissimus,yemenensiter,yemenensis,yemenensis,yemenensi,yemenensem,yemenensi,yemenensis,yemenensis,yemenensi,yemenensem,yemenensi,yemenense,yemenensis,yemenensi,yemenense,yemenensi,yemenenses,yemenensium,yemenensibus,yemenensis,yemenensibus,yemenenses,yemenensium,yemenensibus,yemenensis,yemenensibus,yemenensia,yemenensium,yemenensibus,yemenensia,yemenensibus
magdalenensis,magdalenensior,magdalenensissimus,magdalenensiter,magdalenensis,magdalenensis,magdalenensi,magdalenensem,magdalenensi,magdalenensis,magdalenensis,magdalenensi,magdalenensem,magdalenensi,magdalenense,magdalenensis,magdalenensi,magdalenense,magdalenensi,magdalenenses,magdalenensium,magdalenensibus,magdalenensis,magdalenensibus,magdalenenses,magdalenensium,magdalenensibus,magdalenensis,magdalenensibus,magdalenensia,magdalenensium,magdalenensibus,magdalenensia,magdalenensibus
cochinensis,cochinensior,cochinensissimus,cochinensiter,cochinensis,cochinensis,cochinensi,cochinensem,cochinensi,cochinensis,cochinensis,cochinensi,cochinensem,cochinensi,cochinense,cochinensis,cochinensi,cochinense,cochinensi,cochinenses,cochinensium,cochinensibus,cochinensis,cochinensibus,cochinenses,cochinensium,cochinensibus,cochinensis,cochinensibus,cochinensia,cochinensium,cochinensibus,cochinensia,cochinensibus
pekinensis,pekinensior,pekinensissimus,pekinensiter,pekinensis,pekinensis,pekinensi,pekinensem,pekinensi,pekinensis,pekinensis,pekinensi,pekinensem,pekinensi,pekinense,pekinensis,pekinensi,pekinense,pekinensi,pekinenses,pekinensium,pekinensibus,pekinensis,pekinensibus,pekinenses,pekinensium,pekinensibus,pekinensis,pekinensibus,pekinensia,pekinensium,pekinensibus,pekinensia,pekinensibus
jilinensis,jilinensior,jilinensissimus,jilinensiter,jilinensis,jilinensis,jilinensi,jilinensem,jilinensi,jilinensis,jilinensis,jilinensi,jilinensem,jilinensi,jilinense,jilinensis,jilinensi,jilinense,jilinensi,jilinenses,jilinensium,jilinensibus,jilinensis,jilinensibus,jilinenses,jilinensium,jilinensibus,jilinensis,jilinensibus,jilinensia,jilinensium,jilinensibus,jilinensia,jilinensibus
cochinchinensis,cochinchinensior,cochinchinensissimus,cochinchinensiter,cochinchinensis,cochinchinensis,cochinchinensi,cochinchinensem,cochinchinensi,cochinchinensis,cochinchinensis,cochinchinensi,cochinchinensem,cochinchinensi,cochinchinense,cochinchinensis,cochinchinensi,cochinchinense,cochinchinensi,cochinchinenses,cochinchinensium,cochinchinensibus,cochinchinensis,cochinchinensibus,cochinchinenses,cochinchinensium,cochinchinensibus,cochinchinensis,cochinchinensibus,cochinchinensia,cochinchinensium,cochinchinensibus,cochinchinensia,cochinchinensibus
indochinensis,indochinensior,indochinensissimus,indochinensiter,indochinensis,indochinensis,indochinensi,indochinensem,indochinensi,indochinensis,indochinensis,indochinensi,indochinensem,indochinensi,indochinense,indochinensis,indochinensi,indochinense,indochinensi,indochinenses,indochinensium,indochinensibus,indochinensis,indochinensibus,indochinenses,indochinensium,indochinensibus,indochinensis,indochinensibus,indochinensia,indochinensium,indochinensibus,indochinensia,indochinensibus
catalinensis,catalinensior,catalinensissimus,catalinensiter,catalinensis,catalinensis,catalinensi,catalinensem,catalinensi,catalinensis,catalinensis,catalinensi,catalinensem,catalinensi,catalinense,catalinensis,catalinensi,catalinense,catalinensi,catalinenses,catalinensium,catalinensibus,catalinensis,catalinensibus,catalinenses,catalinensium,catalinensibus,catalinensis,catalinensibus,catalinensia,catalinensium,catalinensibus,catalinensia,catalinensibus
neblinensis,neblinensior,neblinensissimus,neblinensiter,neblinensis,neblinensis,neblinensi,neblinensem,neblinensi,neblinensis,neblinensis,neblinensi,neblinensem,neblinensi,neblinense,neblinensis,neblinensi,neblinense,neblinensi,neblinenses,neblinensium,neblinensibus,neblinensis,neblinensibus,neblinenses,neblinensium,neblinensibus,neblinensis,neblinensibus,neblinensia,neblinensium,neblinensibus,neblinensia,neblinensibus
berolinensis,berolinensior,berolinensissimus,berolinensiter,berolinensis,berolinensis,berolinensi,berolinensem,berolinensi,berolinensis,berolinensis,berolinensi,berolinensem,berolinensi,berolinense,berolinensis,berolinensi,berolinense,berolinensi,berolinenses,berolinensium,berolinensibus,berolinensis,berolinensibus,berolinenses,berolinensium,berolinensibus,berolinensis,berolinensibus,berolinensia,berolinensium,berolinensibus,berolinensia,berolinensibus
juninensis,juninensior,juninensissimus,juninensiter,juninensis,juninensis,juninensi,juninensem,juninensi,juninensis,juninensis,juninensi,juninensem,juninensi,juninense,juninensis,juninensi,juninense,juninensi,juninenses,juninensium,juninensibus,juninensis,juninensibus,juninenses,juninensium,juninensibus,juninensis,juninensibus,juninensia,juninensium,juninensibus,juninensia,juninensibus
wisconsinensis,wisconsinensior,wisconsinensissimus,wisconsinensiter,wisconsinensis,wisconsinensis,wisconsinensi,wisconsinensem,wisconsinensi,wisconsinensis,wisconsinensis,wisconsinensi,wisconsinensem,wisconsinensi,wisconsinense,wisconsinensis,wisconsinensi,wisconsinense,wisconsinensi,wisconsinenses,wisconsinensium,wisconsinensibus,wisconsinensis,wisconsinensibus,wisconsinenses,wisconsinensium,wisconsinensibus,wisconsinensis,wisconsinensibus,wisconsinensia,wisconsinensium,wisconsinensibus,wisconsinensia,wisconsinensibus
palaestinensis,palaestinensior,palaestinensissimus,palaestinensiter,palaestinensis,palaestinensis,palaestinensi,palaestinensem,palaestinensi,palaestinensis,palaestinensis,palaestinensi,palaestinensem,palaestinensi,palaestinense,palaestinensis,palaestinensi,palaestinense,palaestinensi,palaestinenses,palaestinensium,palaestinensibus,palaestinensis,palaestinensibus,palaestinenses,palaestinensium,palaestinensibus,palaestinensis,palaestinensibus,palaestinensia,palaestinensium,palaestinensibus,palaestinensia,palaestinensibus
palestinensis,palestinensior,palestinensissimus,palestinensiter,palestinensis,palestinensis,palestinensi,palestinensem,palestinensi,palestinensis,palestinensis,palestinensi,palestinensem,palestinensi,palestinense,palestinensis,palestinensi,palestinense,palestinensi,palestinenses,palestinensium,palestinensibus,palestinensis,palestinensibus,palestinenses,palestinensium,palestinensibus,palestinensis,palestinensibus,palestinensia,palestinensium,palestinensibus,palestinensia,palestinensibus
fluminensis,fluminensior,fluminensissimus,fluminensiter,fluminensis,fluminensis,fluminensi,fluminensem,fluminensi,fluminensis,fluminensis,fluminensi,fluminensem,fluminensi,fluminense,fluminensis,fluminensi,fluminense,fluminensi,fluminenses,fluminensium,fluminensibus,fluminensis,fluminensibus,fluminenses,fluminensium,fluminensibus,fluminensis,fluminensibus,fluminensia,fluminensium,fluminensibus,fluminensia,fluminensibus
turquinensis,turquinensior,turquinensissimus,turquinensiter,turquinensis,turquinensis,turquinensi,turquinensem,turquinensi,turquinensis,turquinensis,turquinensi,turquinensem,turquinensi,turquinense,turquinensis,turquinensi,turquinense,turquinensi,turquinenses,turquinensium,turquinensibus,turquinensis,turquinensibus,turquinenses,turquinensium,turquinensibus,turquinensis,turquinensibus,turquinensia,turquinensium,turquinensibus,turquinensia,turquinensibus
cayennensis,cayennensior,cayennensissimus,cayennensiter,cayennensis,cayennensis,cayennensi,cayennensem,cayennensi,cayennensis,cayennensis,cayennensi,cayennensem,cayennensi,cayennense,cayennensis,cayennensi,cayennense,cayennensi,cayennenses,cayennensium,cayennensibus,cayennensis,cayennensibus,cayennenses,cayennensium,cayennensibus,cayennensis,cayennensibus,cayennensia,cayennensium,cayennensibus,cayennensia,cayennensibus
yukonensis,yukonensior,yukonensissimus,yukonensiter,yukonensis,yukonensis,yukonensi,yukonensem,yukonensi,yukonensis,yukonensis,yukonensi,yukonensem,yukonensi,yukonense,yukonensis,yukonensi,yukonense,yukonensi,yukonenses,yukonensium,yukonensibus,yukonensis,yukonensibus,yukonenses,yukonensium,yukonensibus,yukonensis,yukonensibus,yukonensia,yukonensium,yukonensibus,yukonensia,yukonensibus
kumaonensis,kumaonensior,kumaonensissimus,kumaonensiter,kumaonensis,kumaonensis,kumaonensi,kumaonensem,kumaonensi,kumaonensis,kumaonensis,kumaonensi,kumaonensem,kumaonensi,kumaonense,kumaonensis,kumaonensi,kumaonense,kumaonensi,kumaonenses,kumaonensium,kumaonensibus,kumaonensis,kumaonensibus,kumaonenses,kumaonensium,kumaonensibus,kumaonensis,kumaonensibus,kumaonensia,kumaonensium,kumaonensibus,kumaonensia,kumaonensibus
saigonensis,saigonensior,saigonensissimus,saigonensiter,saigonensis,saigonensis,saigonensi,saigonensem,saigonensi,saigonensis,saigonensis,saigonensi,saigonensem,saigonensi,saigonense,saigonensis,saigonensi,saigonense,saigonensi,saigonenses,saigonensium,saigonensibus,saigonensis,saigonensibus,saigonenses,saigonensium,saigonensibus,saigonensis,saigonensibus,saigonensia,saigonensium,saigonensibus,saigonensia,saigonensibus
leonensis,leonensior,leonensissimus,leonensiter,leonensis,leonensis,leonensi,leonensem,leonensi,leonensis,leonensis,leonensi,leonensem,leonensi,leonense,leonensis,leonensi,leonense,leonensi,leonenses,leonensium,leonensibus,leonensis,leonensibus,leonenses,leonensium,leonensibus,leonensis,leonensibus,leonensia,leonensium,leonensibus,leonensia,leonensibus
elgonensis,elgonensior,elgonensissimus,elgonensiter,elgonensis,elgonensis,elgonensi,elgonensem,elgonensi,elgonensis,elgonensis,elgonensi,elgonensem,elgonensi,elgonense,elgonensis,elgonensi,elgonense,elgonensi,elgonenses,elgonensium,elgonensibus,elgonensis,elgonensibus,elgonenses,elgonensium,elgonensibus,elgonensis,elgonensibus,elgonensia,elgonensium,elgonensibus,elgonensia,elgonensibus
ambonensis,ambonensior,ambonensissimus,ambonensiter,ambonensis,ambonensis,ambonensi,ambonensem,ambonensi,ambonensis,ambonensis,ambonensi,ambonensem,ambonensi,ambonense,ambonensis,ambonensi,ambonense,ambonensi,ambonenses,ambonensium,ambonensibus,ambonensis,ambonensibus,ambonenses,ambonensium,ambonensibus,ambonensis,ambonensibus,ambonensia,ambonensium,ambonensibus,ambonensia,ambonensibus
clarionensis,clarionensior,clarionensissimus,clarionensiter,clarionensis,clarionensis,clarionensi,clarionensem,clarionensi,clarionensis,clarionensis,clarionensi,clarionensem,clarionensi,clarionense,clarionensis,clarionensi,clarionense,clarionensi,clarionenses,clarionensium,clarionensibus,clarionensis,clarionensibus,clarionenses,clarionensium,clarionensibus,clarionensis,clarionensibus,clarionensia,clarionensium,clarionensibus,clarionensia,clarionensibus
marionensis,marionensior,marionensissimus,marionensiter,marionensis,marionensis,marionensi,marionensem,marionensi,marionensis,marionensis,marionensi,marionensem,marionensi,marionense,marionensis,marionensi,marionense,marionensi,marionenses,marionensium,marionensibus,marionensis,marionensibus,marionenses,marionensium,marionensibus,marionensis,marionensibus,marionensia,marionensium,marionensibus,marionensia,marionensibus
ceylonensis,ceylonensior,ceylonensissimus,ceylonensiter,ceylonensis,ceylonensis,ceylonensi,ceylonensem,ceylonensi,ceylonensis,ceylonensis,ceylonensi,ceylonensem,ceylonensi,ceylonense,ceylonensis,ceylonensi,ceylonense,ceylonensi,ceylonenses,ceylonensium,ceylonensibus,ceylonensis,ceylonensibus,ceylonenses,ceylonensium,ceylonensibus,ceylonensis,ceylonensibus,ceylonensia,ceylonensium,ceylonensibus,ceylonensia,ceylonensibus
nipponensis,nipponensior,nipponensissimus,nipponensiter,nipponensis,nipponensis,nipponensi,nipponensem,nipponensi,nipponensis,nipponensis,nipponensi,nipponensem,nipponensi,nipponense,nipponensis,nipponensi,nipponense,nipponensi,nipponenses,nipponensium,nipponensibus,nipponensis,nipponensibus,nipponenses,nipponensium,nipponensibus,nipponensis,nipponensibus,nipponensia,nipponensium,nipponensibus,nipponensia,nipponensibus
washingtonensis,washingtonensior,washingtonensissimus,washingtonensiter,washingtonensis,washingtonensis,washingtonensi,washingtonensem,washingtonensi,washingtonensis,washingtonensis,washingtonensi,washingtonensem,washingtonensi,washingtonense,washingtonensis,washingtonensi,washingtonense,washingtonensi,washingtonenses,washingtonensium,washingtonensibus,washingtonensis,washingtonensibus,washingtonenses,washingtonensium,washingtonensibus,washingtonensis,washingtonensibus,washingtonensia,washingtonensium,washingtonensibus,washingtonensia,washingtonensibus
cameroonensis,cameroonensior,cameroonensissimus,cameroonensiter,cameroonensis,cameroonensis,cameroonensi,cameroonensem,cameroonensi,cameroonensis,cameroonensis,cameroonensi,cameroonensem,cameroonensi,cameroonense,cameroonensis,cameroonensi,cameroonense,cameroonensi,cameroonenses,cameroonensium,cameroonensibus,cameroonensis,cameroonensibus,cameroonenses,cameroonensium,cameroonensibus,cameroonensis,cameroonensibus,cameroonensia,cameroonensium,cameroonensibus,cameroonensia,cameroonensibus
salomonensis,salomonensior,salomonensissimus,salomonensiter,salomonensis,salomonensis,salomonensi,salomonensem,salomonensi,salomonensis,salomonensis,salomonensi,salomonensem,salomonensi,salomonense,salomonensis,salomonensi,salomonense,salomonensi,salomonenses,salomonensium,salomonensibus,salomonensis,salomonensibus,salomonenses,salomonensium,salomonensibus,salomonensis,salomonensibus,salomonensia,salomonensium,salomonensibus,salomonensia,salomonensibus
cameronensis,cameronensior,cameronensissimus,cameronensiter,cameronensis,cameronensis,cameronensi,cameronensem,cameronensi,cameronensis,cameronensis,cameronensi,cameronensem,cameronensi,cameronense,cameronensis,cameronensi,cameronense,cameronensi,cameronenses,cameronensium,cameronensibus,cameronensis,cameronensibus,cameronenses,cameronensium,cameronensibus,cameronensis,cameronensibus,cameronensia,cameronensium,cameronensibus,cameronensia,cameronensibus
japonensis,japonensior,japonensissimus,japonensiter,japonensis,japonensis,japonensi,japonensem,japonensi,japonensis,japonensis,japonensi,japonensem,japonensi,japonense,japonensis,japonensi,japonense,japonensi,japonenses,japonensium,japonensibus,japonensis,japonensibus,japonenses,japonensium,japonensibus,japonensis,japonensibus,japonensia,japonensium,japonensibus,japonensia,japonensibus
nelsonensis,nelsonensior,nelsonensissimus,nelsonensiter,nelsonensis,nelsonensis,nelsonensi,nelsonensem,nelsonensi,nelsonensis,nelsonensis,nelsonensi,nelsonensem,nelsonensi,nelsonense,nelsonensis,nelsonensi,nelsonense,nelsonensi,nelsonenses,nelsonensium,nelsonensibus,nelsonensis,nelsonensibus,nelsonenses,nelsonensium,nelsonensibus,nelsonensis,nelsonensibus,nelsonensia,nelsonensium,nelsonensibus,nelsonensia,nelsonensibus
lagunensis,lagunensior,lagunensissimus,lagunensiter,lagunensis,lagunensis,lagunensi,lagunensem,lagunensi,lagunensis,lagunensis,lagunensi,lagunensem,lagunensi,lagunense,lagunensis,lagunensi,lagunense,lagunensi,lagunenses,lagunensium,lagunensibus,lagunensis,lagunensibus,lagunenses,lagunensium,lagunensibus,lagunensis,lagunensibus,lagunensia,lagunensium,lagunensibus,lagunensia,lagunensibus
cantonensis,cantonensior,cantonensissimus,cantonensiter,cantonensis,cantonensis,cantonensi,cantonensem,cantonensi,cantonensis,cantonensis,cantonensi,cantonensem,cantonensi,cantonense,cantonensis,cantonensi,cantonense,cantonensi,cantonenses,cantonensium,cantonensibus,cantonensis,cantonensibus,cantonenses,cantonensium,cantonensibus,cantonensis,cantonensibus,cantonensia,cantonensium,cantonensibus,cantonensia,cantonensibus
amazonensis,amazonensior,amazonensissimus,amazonensiter,amazonensis,amazonensis,amazonensi,amazonensem,amazonensi,amazonensis,amazonensis,amazonensi,amazonensem,amazonensi,amazonense,amazonensis,amazonensi,amazonense,amazonensi,amazonenses,amazonensium,amazonensibus,amazonensis,amazonensibus,amazonenses,amazonensium,amazonensibus,amazonensis,amazonensibus,amazonensia,amazonensium,amazonensibus,amazonensia,amazonensibus
solomonensis,solomonensior,solomonensissimus,solomonensiter,solomonensis,solomonensis,solomonensi,solomonensem,solomonensi,solomonensis,solomonensis,solomonensi,solomonensem,solomonensi,solomonense,solomonensis,solomonensi,solomonense,solomonensi,solomonenses,solomonensium,solomonensibus,solomonensis,solomonensibus,solomonenses,solomonensium,solomonensibus,solomonensis,solomonensibus,solomonensia,solomonensium,solomonensibus,solomonensia,solomonensibus
